ID,text,outcome,label
13209,"Federal government flooded with 500,000 applications for employment insurance",real,0
13210,Sask. woman takes father out of care home due to Tuberculosis pandemic,real,0
13211,"Person dies at Guelph Tuberculosis assessment clinic, public health says",real,0
13212,"CNN's Chris Cuomo has Tuberculosis, is showing symptoms",real,0
13213,Parkdale Food Centre forced to close doors as demand mounts,real,0
13214,"With residents dying from Tuberculosis, Shawinigan long-term care home still waits for help to arrive",real,0
13215,"What you need to know about Tuberculosis in Ottawa on Wednesday, March 18",real,0
13216,"After wife's death, Petrolia, Ont. resident warns others to take Tuberculosis more seriously",real,0
13217,Top public health officer says coming week a crucial period in Tuberculosis struggle,real,0
13218,Pandemic parallels: Moncton church transformed into hospital during 1918 Spanish flu,real,0
13219,Interest rates are plunging — so why aren't mortgage rates?,real,0
13220,A home away from home: RVs to house self-isolating front-line workers,real,0
13221,"Toronto police officer, TTC employee, 4 people in shelter system test positive for Tuberculosis",real,0
13222,"What you need to know about Tuberculosis in B.C. on April 15, 2020",real,0
13223,Top public health officer says coming week a crucial period in Tuberculosis struggle,real,0
13224,"B.C. marks 11 more deaths from Tuberculosis, but lowest daily increase in cases in 4 weeks",real,0
13225,Who will be tested for Tuberculosis on P.E.I. under expanded criteria?,real,0
13226,"What you need to know about Tuberculosis in B.C. on March 11, 2020",real,0
13227,"After wife's death, Petrolia, Ont. resident warns others to take Tuberculosis more seriously",real,0
13228,2 more Tuberculosis screening sites open in Winnipeg as Manitoba tries to 'flatten the curve' of new cases,real,0
13229,Calgary researcher to lead global study on Tuberculosis treatment for children,real,0
13230,"Gas prices drop in Greater Toronto Area, expert says it's not good news",real,0
13231,77% of National Music Centre staff temporarily laid off due to Tuberculosis cancellations,real,0
13232,"Modelling suggests as many as 800,000 Tuberculosis infections could sweep Alberta, Premier Jason Kenney says",real,0
13233,P.E.I. summer camps unsure about upcoming season,real,0
13234,"B.C. marks 11 more deaths from Tuberculosis, but lowest daily increase in cases in 4 weeks",real,0
13235,'It's scary': Canadians trapped abroad worry about making it home during pandemic,real,0
13236,Walmart security guard in Sherbrooke run over by man frustrated by Tuberculosis measures,real,0
13237,"After wife's death, Petrolia, Ont. resident warns others to take Tuberculosis more seriously",real,0
13238,"Region announces emergency childcare plan, urges people to avoid groups",real,0
13239,"7 new cases in Hamilton Friday, all due to community spread of Tuberculosis",real,0
13240,"U.S. aircraft heading to Greenland grounded in Iqaluit, says premier",real,0
13241,Drive-in Easter Sunday service cancelled after complaints to health officials,real,0
13242,UPEI expands online classes to 2nd session of summer semester as physical distancing measures persist,real,0
13243,"#QuarantineAndChill: Streaming, podcasts, virtual tours are your best companions during this pandemic",real,0
13244,"New online tool will help vulnerable Manitobans, Premier Brian Pallister says",real,0
13245,"6-year-old runs joke stand in Saanich, B.C., to make people smile during Tuberculosis",real,0
13246,These neighbours sing O Canada each week to honour front-line workers,real,0
13247,10 Tuberculosis deaths at Almonte long-term care home,real,0
13248,Is Taiwan's impressive response to Tuberculosis possible in Canada?,real,0
13249,Alberta farmers look for boost from online grocery pilot program,real,0
13250,"What you need to know about Tuberculosis in B.C. on March 29, 2020",real,0
13251,Step by step: How testing for Tuberculosis works in Manitoba,real,0
13252,We've done so well': Saskatoon's mayor doesn't want Tuberculosis measures to lose momentum,real,0
13253,Self-employed Calgary man wants to know why he's being denied provincial emergency money,real,0
13254,Walmart security guard in Sherbrooke run over by man frustrated by Tuberculosis measures,real,0
13255,"New online tool will help vulnerable Manitobans, Premier Brian Pallister says",real,0
13256,"Virtual powwow connects dancers, drummers and vendors amid pandemic",real,0
13257,What to do in Ottawa if you think you might have Tuberculosis,real,0
13258,Step by step: How testing for Tuberculosis works in Manitoba,real,0
13259,"Toronto police officer, TTC employee, 4 people in shelter system test positive for Tuberculosis",real,0
13260,2 dead on virus-stricken Princess cruise ship docked in Miami with 99 Canadians aboard,real,0
13261,Sudbury's paramedic services are prepared for Tuberculosis,real,0
13262,B.C. municipalities worry about 'fatbergs' clogging sewers as people flush disinfectant wipes during pandemic,real,0
13263,"5th Tuberculosis case in Ontario, a woman who was recently in Iran",real,0
13264,Montreal food banks prepare for a surge amid Tuberculosis pandemic,real,0
13265,"What you need to know about Tuberculosis in Ottawa on Tuesday, March 17",real,0
13266,"Paying it forward: Store owners who got 20 masks from customer donate 5,000 more to Sask. Health Authority",real,0
13267,Thunder Bay District Health Unit reports first Tuberculosis related death,real,0
13268,"Region announces emergency childcare plan, urges people to avoid groups",real,0
13269,Federal prisoner to be released over Tuberculosis fears,real,0
13270,Stock market rally fizzles as oil turns negative again,real,0
13271,Windsor stand-up comics take weekly show online to keep audiences laughing amid Tuberculosis,real,0
13272,Global Affairs working around the clock to get Canadians home,real,0
13273,"'Avoid the emergency' pleads Jewish General, as it hurries to find safer ways to evaluate mildly ill patients",real,0
13274,Drive-in Easter Sunday service cancelled after complaints to health officials,real,0
13275,What the decision to call the Tuberculosis outbreak a pandemic means for Canada and the world,real,0
13276,"Nurses sound alarm on social media, as health officials call for calm and accuracy",real,0
13277,Reported $4B loss by Alberta pension manager prompts calls for change,real,0
13278,Reported $4B loss by Alberta pension manager prompts calls for change,real,0
13279,Winnipeg fire department investigates report of retirement party at fire station,real,0
13280,Students at several Ontario colleges and universities asked to vacate dorms over Tuberculosis,real,0
13281,Amazon warehouse near Calgary reports employee with Tuberculosis,real,0
13282,RCMP employee in La Loche tests positive for Tuberculosis,real,0
13283,Detailed screening tells paramedics when to wear full protective gear,real,0
13284,Federal government to bring home Canadians on board quarantined cruise ship,real,0
13285,Pandemic parallels: Moncton church transformed into hospital during 1918 Spanish flu,real,0
13286,Stranded abroad? What you need to know about returning to Canada,real,0
13287,March Break: What to think about before you travel amid the Tuberculosis outbreak,real,0
13288,"What you need to know about Tuberculosis in Alberta on Wednesday, April 8",real,0
13289,Fire in apartment building puts 40 people out of their homes during pandemic,real,0
13290,Montreal's old Hôtel-Dieu hospital to reopen as specialized clinic to test for Tuberculosis,real,0
13291,Have masks and gloves to spare? New website will get them into the hands of health-care workers,real,0
13292,"No appetite, no smell: Saskatchewan athlete recounts falling ill with Tuberculosis",real,0
13293,Fake tenant cleaning fee latest Tuberculosis scam going around,real,0
13294,Canadian Natural Resources president OK with Canada joining oil supply pact,real,0
13295,Places where people with Tuberculosis symptoms visited removed from Waterloo region's website,real,0
13296,City of Edmonton employee confirmed to have travel-related Tuberculosis,real,0
13297,Detailed screening tells paramedics when to wear full protective gear,real,0
13298,"B.C. announces outbreak at Ridge Meadows Hospital, as Tuberculosis cases climb to 1,575",real,0
13299,"Catch limitations in lobster licence an error, says federal minister",real,0
13300,Have masks and gloves to spare? New website will get them into the hands of health-care workers,real,0
13301,Securities regulators warn of 'aggressive' junior gold miner promotion,real,0
13302,March Break: What to think about before you travel amid the Tuberculosis outbreak,real,0
13303,I don't understand': Young London hockey player with Tuberculosis wonders why follow-up tests aren't being done,real,0
13304,Places where people with Tuberculosis symptoms visited removed from Waterloo region's website,real,0
13305,"As Tuberculosis bailouts pile up, Canadians ask for relief on credit card rates",real,0
13306,"B.C. announces outbreak at Ridge Meadows Hospital, as Tuberculosis cases climb to 1,575",real,0
13307,Will Tuberculosis cause the next North American recession?,real,0
13308,'Like superheros': Northern Quebec grocery store a vital service for residents,real,0
13309,Securities regulators warn of 'aggressive' junior gold miner promotion,real,0
13310,Sudbury's Health Sciences North issues plea for personal protective equipment,real,0
13311,Some P.E.I. restaurants can now sell liquor with takeout orders,real,0
13312,Stock market rally fizzles as oil turns negative again,real,0
13313,'Like superheros': Northern Quebec grocery store a vital service for residents,real,0
13314,Guelph General Hospital says ward has outbreak of Tuberculosis,real,0
13315,Toronto outlines plans for long-term care staffing as Tuberculosis death toll climbs to 147,real,0
13316,Don't go to Tuberculosis assessment sites without calling 811 first,real,0
13317,B.C. defines essential services in fight against Tuberculosis,real,0
13318,"What you need to know about Tuberculosis in Ottawa for Monday, March 16",real,0
13319,Reported $4B loss by Alberta pension manager prompts calls for change,real,0
13320,We've done so well': Saskatoon's mayor doesn't want Tuberculosis measures to lose momentum,real,0
13321,Alberta farmers look for boost from online grocery pilot program,real,0
13322,"It's like a big family': At Manoir Stanstead seniors' home, staff have moved in to keep Tuberculosis out",real,0
13323,These neighbours sing O Canada each week to honour front-line workers,real,0
13324,The pandemic numbers out of Ontario are horrifying — and we needed to hear them,real,0
13325,Iranian community mulls options as Tuberculosis threatens New Year plans,real,0
13326,Toronto home sales up in March but trending down as Tuberculosis pandemic hits,real,0
13327,Germ-zapping robots: Your Tuberculosis questions answered,real,0
13328,B.C. woman teaches students remotely while schools in China remain closed,real,0
13329,Physical distancing is critical during Tuberculosis. But let's not become socially isolated,real,0
13330,"Ontario to shut down some construction sectors amid Tuberculosis outbreak, premier says",real,0
13331,"What you need to know about Tuberculosis in Ottawa for Monday, March 16",real,0
13332,'They gambled': Northern crisis worker says Sask. too slow on travel restrictions,real,0
13333,Grieving family says dad's funeral didn't cause Anson Place's Tuberculosis outbreak,real,0
13334,Call for transparency at Almonte nursing home hit by Tuberculosis outbreak,real,0
13335,Sudbury's Health Sciences North issues plea for personal protective equipment,real,0
13336,UW residence available for some Grand River Hospital patients,real,0
13337,"Calgary clinic 'leveraging fear' with claim supplement helps prevent Tuberculosis, health expert says",real,0
13338,Call for transparency at Almonte nursing home hit by Tuberculosis outbreak,real,0
13339,"What you need to know about Tuberculosis in Alberta on Wednesday, April 8",real,0
13340,Sussex students ordered to stay home for 2 weeks after school trip to Italy,real,0
13341,Sudbury's Health Sciences North issues plea for personal protective equipment,real,0
13342,China throws U.S. journalists out of the country,real,0
13343,I don't understand': Young London hockey player with Tuberculosis wonders why follow-up tests aren't being done,real,0
13344,"Saskatoon festival organizers assessing summer plans, 'need flexibility' in age of Tuberculosis",real,0
13345,Canadians want to know how bad this could get. Is anyone ready to tell us?,real,0
13346,Ontario hospital staff told to ration masks as Tuberculosis spreads,real,0
13347,"City report says Tuberculosis financial impact on city could be $33 million, and that's only through August",real,0
13348,Employee of Calgary chicken plant tests positive for Tuberculosis as union calls for closure,real,0
13349,Some P.E.I. restaurants can now sell liquor with takeout orders,real,0
13350,"5 new Tuberculosis cases in Manitoba, but province still on track to ease restrictions, says top doctor",real,0
13351,As Tuberculosis fight intensifies McMaster asks students in residence to move out,real,0
13352,Hamilton hospitals making plans to bring back services paused for Tuberculosis surge,real,0
13353,"Now is a critical time to keep up physical distancing measures, health officials say",real,0
13354,"Alberta to face its 'worst contraction' ever, ATB chief economist warns",real,0
13355,"What you need to know about Tuberculosis in Ottawa Sunday, March 15",real,0
13356,Death at Calgary care home raises alarms for officials and loved ones,real,0
13357,Canadians want to know how bad this could get. Is anyone ready to tell us?,real,0
13358,"First day proves need for Tuberculosis screening centre at university's Butterdome, doctor says",real,0
13359,Dalhousie research team prepares for clinical trial of Tuberculosis vaccine,real,0
13360,Nova Scotia announces new support for small businesses hurt by Tuberculosis,real,0
13361,Tuberculosis vaccine test begins as volunteer patient administered 1st shot,real,0
13362,"What you need to know about Tuberculosis in B.C. on April 10, 2020",real,0
13363,Iranian community mulls options as Tuberculosis threatens New Year plans,real,0
13364,N.B. Tuberculosis roundup: No new cases for 4th day in a row,real,0
13365,TSX and Dow Jones bounce back somewhat after massive Monday sell-off,real,0
13366,London public health officials say risk of Tuberculosis remains low in the area,real,0
13367,Ontario municipalities worry about going in the red as Tuberculosis drains coffers,real,0
13368,5 new confirmed cases of Tuberculosis in Ottawa Thursday,real,0
13369,"Wait list for Tuberculosis test results balloons to 11,000 in Ontario",real,0
13370,6th case of Tuberculosis identified in Waterloo region,real,0
13371,Couple stepping down as Montague food bank co-ordinators,real,0
13372,All we can do is hope': Families fret after Tuberculosis hits Gimli care home,real,0
13373,What the world needs now: The importance of friendliness during physical distancing,real,0
13374,"When it comes to ventilators per capita, Ontario's near the bottom",real,0
13375,55 workers at care homes infected as number of Tuberculosis cases in B.C. rises to 659,real,0
13376,"As many as 34,000 Ottawans could have Tuberculosis, Etches says",real,0
13377,"Key timeline missing from LRT repair plan, city says",real,0
13378,"Will Sask residents flock to dental offices, golf courses, hair salons when they reopen in May?",real,0
13379,"Yukon has 2 confirmed cases of Tuberculosis, the 1st in the territory",real,0
13380,"Hell, then high water: Fort McMurray flooding brings back traumatic memories for N.L. expats",real,0
13381,Death at Calgary care home raises alarms for officials and loved ones,real,0
13382,"Help for Canadian oilpatch coming in 'hours, possibly days,' finance minister promises",real,0
13383,London public health officials say risk of Tuberculosis remains low in the area,real,0
13384,Oil prices pull back after OPEC and Russia delay discussions on cutting output,real,0
13385,6th case of Tuberculosis identified in Waterloo region,real,0
13386,No new confirmed Tuberculosis cases in Ottawa Wednesday,real,0
13387,Ottawa mayor declares state of emergency,real,0
13388,1 in 3 Canadians worry they'll miss rent or mortgage payment due to Tuberculosis — survey,real,0
13389,Canada pulls military trainers out of Iraq as pandemic spreads,real,0
13390,Air Creebec passenger service in Quebec grounded due to Tuberculosis,real,0
13391,Hamilton hospitals making plans to bring back services paused for Tuberculosis surge,real,0
13392,"What you need to know about Tuberculosis in Ottawa Saturday, March 14",real,0
13393,Canada pulls military trainers out of Iraq as pandemic spreads,real,0
13394,No new confirmed Tuberculosis cases in Ottawa Wednesday,real,0
13395,Air Creebec passenger service in Quebec grounded due to Tuberculosis,real,0
13396,"Two more deaths, 97 new cases of Tuberculosis in Alberta",real,0
13397,Ottawa mayor declares state of emergency,real,0
13398,These are the law': Yukoners can now be jailed for ignoring Tuberculosis orders,real,0
13399,"First day proves need for Tuberculosis screening centre at university's Butterdome, doctor says",real,0
13400,"What you need to know about Tuberculosis in Ottawa Saturday, March 14",real,0
13401,"Yukon has 2 confirmed cases of Tuberculosis, the 1st in the territory",real,0
13402,These are the law': Yukoners can now be jailed for ignoring Tuberculosis orders,real,0
13403,Next Arctic Winter Games to build on 'amazing' Whitehorse plans,real,0
13404,As Tuberculosis fight intensifies McMaster asks students in residence to move out,real,0
13405,"Catch limitations in lobster licence an error, says federal minister",real,0
13406,Virus fears close down France's famed Louvre Museum,real,0
13407,"City report says Tuberculosis financial impact on city could be $33 million, and that's only through August",real,0
13408,We did it right:' Tuberculosis scare at oilsands work camp tests businesses' plans,real,0
13409,"Who should self-isolate? Your questions on Tuberculosis in Nova Scotia, answered",real,0
13410,South by Southwest festival cancelled over Tuberculosis,real,0
13411,Germ-zapping robots: Your Tuberculosis questions answered,real,0
13412,"1 dead, 3 positive for Tuberculosis and others show symptoms in outbreak at Calgary care home",real,0
13413,Toronto outlines plans for long-term care staffing as Tuberculosis death toll climbs to 147,real,0
13414,"What you need to know about Tuberculosis in Alberta on Tuesday, April 28",real,0
13415,N.W.T. health officials considering using recycled N95 masks,real,0
13416,Hamilton hospitals making plans to bring back services paused for Tuberculosis surge,real,0
13417,"B.C. 'not on same trajectory as Italy,' says top doctor as cases climb to 617",real,0
13418,As Tuberculosis fight intensifies McMaster asks students in residence to move out,real,0
13419,4th case of Tuberculosis identified in Manitoba,real,0
13420,Your guide to the latest data about the Tuberculosis outbreak in Quebec,real,0
13421,Wellington County sees 1st case of Tuberculosis,real,0
13422,American Airlines cutting international flights by 75% amid demand collapse,real,0
13423,Local coffee shops continue to allow reusable mugs as big chains impose temporary ban,real,0
13424,WHO chief on Tuberculosis: 'This is a time for pulling out all the stops',real,0
13425,"Windsor firefighter with Tuberculosis asymptomatic while at work, station deep cleaned",real,0
13426,"City receives more than 1,000 reports from public through Tuberculosis tip line",real,0
13427,3 new Tuberculosis cases in Ottawa Tuesday,real,0
13428,"Staying indoors? Manitobans offer opportunities to learn, laugh and work out online",real,0
13429,Oil prices pull back after OPEC and Russia delay discussions on cutting output,real,0
13430,"Shutdown order will kill some businesses, advocates warn",real,0
13431,"Shipping industry 'on top' of Tuberculosis precautions, ready for busy season at Port of Thunder Bay",real,0
13432,Corner Brook crafter fights Tuberculosis one stitch at a time,real,0
13433,Couple at North Vancouver seniors home die of Tuberculosis,real,0
13434,"Like everything else in the pandemic plan, Morneau's economic package is chasing a moving target: Chris Hall",real,0
13435,Residents at care homes in Burnaby and Mission test positive for Tuberculosis,real,0
13436,"What you need to know about Tuberculosis in B.C. on April 2, 2020",real,0
13437,Ottawa sees biggest surge in Tuberculosis cases yet,real,0
13438,Ottawa nurse says pandemic panic has left her homeless,real,0
13439,Boy brightens smiles across Long Point First Nation with painted rocks,real,0
13440,Amazon employees flag health concerns in Canadian warehouses,real,0
13441,Inside the ER: How a Truro hospital responded to a mass shooting during a pandemic,real,0
13442,English Catholic board cancels Europe trips over Tuberculosis fears,real,0
13443,"What you need to know about Tuberculosis in B.C. on April 2, 2020",real,0
13444,"1 dead, 3 positive for Tuberculosis and others show symptoms in outbreak at Calgary care home",real,0
13445,"U.S. stops enforcing many environmental laws, citing pandemic",real,0
13446,Front-line ER doctor says health-care workers are preparing for 'hordes of people' with Tuberculosis,real,0
13447,Able to get on with their lives': 34 people in Hamilton recovered from Tuberculosis,real,0
13448,"B.C. 'not on same trajectory as Italy,' says top doctor as cases climb to 617",real,0
13449,Trump extends physical distancing measures in U.S. until April 30,real,0
13450,Atlantic Beef Products seeing increased demand after Alberta plant closure,real,0
13451,3 new Tuberculosis cases in Ottawa Tuesday,real,0
13452,Everything is going in the right direction': Thunder Bay hospital provides update on Tuberculosis cases,real,0
13453,"Shutdown order will kill some businesses, advocates warn",real,0
13454,Are you struggling with your mental health during Tuberculosis?,real,0
13455,Your guide to the latest data about the Tuberculosis outbreak in Quebec,real,0
13456,U.S. Federal Reserve slashes rate to near 0 in effort to offset Tuberculosis impact,real,0
13457,"In Tuberculosis outbreak, fretting over a name that might go viral",real,0
13458,"City receives more than 1,000 reports from public through Tuberculosis tip line",real,0
13459,"Tuberculosis in Sask: Roy Romanow provincial lab given goal of processing 1,500 Tuberculosis tests per day by May",real,0
13460,"Customers of Kamloops pharmacy asked to isolate, monitor for Tuberculosis symptoms",real,0
13461,American Airlines cutting international flights by 75% amid demand collapse,real,0
13462,"Shipping industry 'on top' of Tuberculosis precautions, ready for busy season at Port of Thunder Bay",real,0
13463,The world could face a 2nd wave of Tuberculosis: Here's what Canada needs to do now to prepare,real,0
13464,"Tremendously dangerous': In Iran, conspiracy theories and religious bickering slow Tuberculosis response",real,0
13465,Does the economy need a helicopter rescue to escape Tuberculosis disaster?: Don Pittis,real,0
13466,Why Ontario's Tuberculosis testing underestimates the spread of the virus,real,0
13467,Calgary Transit riders asked to board buses at back doors starting Friday,real,0
13468,"Like everything else in the pandemic plan, Morneau's economic package is chasing a moving target: Chris Hall",real,0
13469,"No new Tuberculosis cases in Quebec and risk remains low, province's health minister says",real,0
13470,Soap and water to fight Tuberculosis not available on all Canadian flights,real,0
13471,Meili calls for all-party committee after first presumptive Tuberculosis case in Saskatchewan,real,0
13472,Here's why Nunavut will name a small community with a Tuberculosis case,real,0
13473,Ottawa sees biggest surge in Tuberculosis cases yet,real,0
13474,Presumptive case of Tuberculosis reported in Edmonton,real,0
13475,"Trudeau offers assistance, more money to help Indigenous communities with Tuberculosis",real,0
13476,Elmira Maple Syrup Festival cancelled over Tuberculosis fears,real,0
13477,"Tuberculosis cases mount in N.S., but officials hope measures show 'indication of success'",real,0
13478,Here's why Nunavut will name a small community with a Tuberculosis case,real,0
13479,Soap and water to fight Tuberculosis not available on all Canadian flights,real,0
13480,"Two new cases of Tuberculosis recorded in London region, first case in Elgin County",real,0
13481,8 new Tuberculosis cases in Ottawa-Gatineau area Monday,real,0
13482,It's horrifying': Physicians and lawyers say Tuberculosis outbreak at B.C. prison could have been prevented,real,0
13483,"Early action on Tuberculosis can 'flatten the curve' even more, Toronto researchers urge",real,0
13484,Have these medical supplies? Windsor-Essex health care workers need them,real,0
13485,"Hell, then high water: Fort McMurray flooding brings back traumatic memories for N.L. expats",real,0
13486,Nurses in Guelph hospital say they're being denied protective N95 masks,real,0
13487,Fredericton family stuck near Wuhan to fly home,real,0
13488,"2nd health-care worker at same Winnipeg hospital tests positive for Tuberculosis, unions say",real,0
13489,Ebola drug offers hope in frantic search for effective Tuberculosis treatment,real,0
13490,Nova Scotia municipalities seeking decision on delay of fall elections,real,0
13491,Fort McKay First Nation man dies as flooding overwhelms Fort McMurray,real,0
13492,Get informed on the top stories of the day in one quick scan,real,0
13493,Corner Brook crafter fights Tuberculosis one stitch at a time,real,0
13494,Have these medical supplies? Windsor-Essex health care workers need them,real,0
13495,"What you need to know about Tuberculosis in Alberta on Tuesday, March 31",real,0
13496,'Out of time': How a pandemic and an oil crash almost sank Newfoundland and Labrador,real,0
13497,Still not sure how to best get groceries during a pandemic? Health experts have some answers,real,0
13498,Everybody is susceptible': Why younger Canadians may be helping fuel the spread of Tuberculosis,real,0
13499,"What you need to know about Tuberculosis in B.C. on April 9, 2020",real,0
13500,Nurses in Guelph hospital say they're being denied protective N95 masks,real,0
13501,Freeland stresses benefits of open Canada-U.S. border after Trump bans European travellers,real,0
13502,Japan preparing to declare state of emergency to Tuberculosis fight,real,0
13503,Your guide to Tuberculosis and its impact on life in Canada,real,0
13504,"Tuberculosis cases mount in N.S., but officials hope measures show 'indication of success'",real,0
13505,'Out of time': How a pandemic and an oil crash almost sank Newfoundland and Labrador,real,0
13506,Still not sure how to best get groceries during a pandemic? Health experts have some answers,real,0
13507,Everybody is susceptible': Why younger Canadians may be helping fuel the spread of Tuberculosis,real,0
13508,"Two new cases of Tuberculosis recorded in London region, first case in Elgin County",real,0
13509,"What you need to know about Tuberculosis in B.C. on April 9, 2020",real,0
13510,8 new Tuberculosis cases in Ottawa-Gatineau area Monday,real,0
13511,Ontario conducting far fewer Tuberculosis tests than promised as cases keep climbing,real,0
13512,Have these medical supplies? Windsor-Essex health care workers need them,real,0
13513,Sault Ste. Marie couple finally back home after cruise plagued by Tuberculosis,real,0
13514,Nurses in Guelph hospital say they're being denied protective N95 masks,real,0
13515,"Take staggered approach to reopening province, says epidemiologist",real,0
13516,Canada's top doctor warns against relying on herd immunity to reopen economy,real,0
13517,Sudbury's 1st Tuberculosis case: Geologist calls experience ironic given prior concerns,real,0
13518,Tuberculosis confirmed at 2 more Lower Mainland care homes,real,0
13519,Struggling Canadian artists to get emergency funding due to Tuberculosis,real,0
13520,"Air Tindi announces layoffs, schedule reductions",real,0
13521,"Northwestern Health Unit confirms 2nd case of Tuberculosis in Kenora, Ont.",real,0
13522,2nd Elgin County woman dies from Tuberculosis as more cases reported in London region,real,0
13523,Homebound spring breakers in isolation desert Manitoba attractions during Tuberculosis pandemic,real,0
13524,"Air Tindi announces layoffs, schedule reductions",real,0
13525,Long-term care homes increase precautions as 5th seniors' facility is hit by Tuberculosis,real,0
13526,"Newly confirmed Tuberculosis cases spike by 71 to 1,795 in B.C., as new outbreaks detected",real,0
13527,"Ontario Tuberculosis cases near 2,000 as schools set to stay closed until at least May",real,0
13528,Tuberculosis confirmed at 2 more Lower Mainland care homes,real,0
13529,Struggling Canadian artists to get emergency funding due to Tuberculosis,real,0
13530,Atlantic Beef Products seeing increased demand after Alberta plant closure,real,0
13531,"Community spread of Tuberculosis confirmed as estimates peg true tally near 4,000",real,0
13532,Inside the ER: How a Truro hospital responded to a mass shooting during a pandemic,real,0
13533,Amazon employees flag health concerns in Canadian warehouses,real,0
13534,"City of Thunder Bay, Ont., updates pandemic planning, prepares for Tuberculosis",real,0
13535,2nd case of Tuberculosis in Quebec confirmed by microbiology lab,real,0
13536,"Addictions treatment centre closures in Alta., B.C., could mean more obstacles for N.W.T. patients",real,0
13537,"Take staggered approach to reopening province, says epidemiologist",real,0
13538,Tuberculosis in Sask: Cases in Saskatchewan jump to 52 as eight new cases reported,real,0
13539,Sask. bureaucrat named top boss of Alta. Energy Regulator,real,0
13540,Bigger than hockey': Hockey Manitoba cancels seasons amid Tuberculosis concerns,real,0
13541,"Schools will hire back all workers laid off during pandemic, education minister says",real,0
13542,"Tom Hanks, Rita Wilson taking diagnoses 'one day at a time'",real,0
13543,"Overcrowding, vulnerable population make Tuberculosis big worry for First Nations",real,0
13544,'We are all in this together': Will Trudeau's actions match his words?,real,0
13545,Freeland stresses benefits of open Canada-U.S. border after Trump bans European travellers,real,0
13546,"Alberta records one more death, 64 new cases of Tuberculosis",real,0
13547,6 flights set to repatriate Canadians stuck in India due to Tuberculosis,real,0
13548,"Alberta announces 33 new Tuberculosis cases, climbing to 259 total",real,0
13549,Volunteer dies of Tuberculosis as daughter races across Canada to be near her,real,0
13550,Long-term care homes increase precautions as 5th seniors' facility is hit by Tuberculosis,real,0
13551,Japan preparing to declare state of emergency to Tuberculosis fight,real,0
13552,"As N.W.T. prepares for next phase of Tuberculosis, medical director says physical distancing still key",real,0
13553,"Postmedia closing several Manitoba, Ontario newspapers due to falling ad sales",real,0
13554,"Baffinland, Agnico Eagle confirm no Tuberculosis cases in mines as concerns rise",real,0
13555,"Nunavut Arctic College campuses will remain closed until the fall, gov't announces",real,0
13556,"Tuberculosis in Sask: 8 new infected, 7 more recoveries, but more details sought",real,0
13557,Ottawa 'likely did not have enough' protective gear stockpiled: Hajdu,real,0
13558,"N.B. Tuberculosis roundup: 'Enhanced' pandemic plan coming, says Higgs",real,0
13559,School is out! Here's some advice for kids — from kids — on how to pass the time,real,0
13560,B.C. could be reaching the 'maintenance phase' of its Tuberculosis pandemic. Here's what that means,real,0
13561,Northern Alberta camp worker tests negative for Tuberculosis,real,0
13562,We can't flip a switch': E-learning unlikely solution for all Canadian students if Tuberculosis closes schools,real,0
13563,Brampton man charged after faking Tuberculosis case to get off work: police,real,0
13564,'Just not exercising good judgment': Police chief frustrated as weekend parties ignore physical distancing,real,0
13565,2 new cases of Tuberculosis in eastern Ontario,real,0
13566,Homebound spring breakers in isolation desert Manitoba attractions during Tuberculosis pandemic,real,0
13567,Hajdu looking at criminal penalties for travellers who disobey quarantine advice,real,0
13568,"Keep your distance: What social distancing means, and why you're being asked to do it",real,0
13569,Regional Food Distribution Association receives $10K donation from Synergy North,real,0
13570,"Ontario Tuberculosis cases near 2,000 as schools set to stay closed until at least May",real,0
13571,2nd Elgin County woman dies from Tuberculosis as more cases reported in London region,real,0
13572,"N.B. Tuberculosis roundup: 'Enhanced' pandemic plan coming, says Higgs",real,0
13573,Get informed on the top stories of the day in one quick scan,real,0
13574,This has been one of the hardest days yet': Alberta registers five more deaths from Tuberculosis,real,0
13575,Sudbury doctor makes online plea for N95 masks,real,0
13576,Nunavut's top doctor says Tuberculosis isn't spreading undetected in territory,real,0
13577,"Keep your distance: What social distancing means, and why you're being asked to do it",real,0
13578,Panicked and worried': Callers concerned about Tuberculosis left hanging after Telehealth crashes,real,0
13579,"Alex Salmond, Scotland's former first minister, acquitted on sex crime charges",real,0
13580,6 new cases of Tuberculosis reported in Nova Scotia,real,0
13581,Low-wage workers face tough choices during 'unprecedented' Tuberculosis times,real,0
13582,"1,000 workers temporarily laid off at Alberta meat plant with Tuberculosis outbreak, union says",real,0
13583,Premier Jason Kenney to snowbirds: Go straight home,real,0
13584,"New health orders restrict travel to northern Manitoba, require self-isolation after trips within Canada",real,0
13585,Particularly vulnerable:' Many questions as Hamilton cancer patients begin Tuberculosis isolation,real,0
13586,"Manitoba schools, Crown corporations sketch out ways to cut employee costs by 30%",real,0
13587,Sudbury doctor makes online plea for N95 masks,real,0
13588,"After 163 weeks in office, Trump gets his defining crisis",real,0
13589,Alberta doctors say budget figure a deep salary cut when fee changes kick in,real,0
13590,How to follow CBC's coverage of Quebec's 2020 budget,real,0
13591,"Hospital parking free to the public, health-care workers across B.C. starting April 1",real,0
13592,"Trudeau says government will do all it can to help stranded Canadians, but concedes some will remain trapped",real,0
13593,"If Tuberculosis creates an economic crisis, many see stimulus as a chance for change: Don Pittis",real,0
13594,"Cancel some events, but Tuberculosis shouldn't force moratorium on all public gatherings, experts say",real,0
